Sample number,Protein,concentration (mg/ml),Spinning device,Extrusion device,Number of baths,Temperature SB,Spinning Buffer,SB pH,SB conc. (mM),NaCl (mM),Capillery type,Capillery size (um),Reeling speed (rpm),Flow rate (ul/min),pumppressure (bar),Temp C (spinning),Humidity (spinning),Continous spinning,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,Diameter (µm),Strain (mm/mm),Strength (MPa),Youngs Modulus (GPa),Toughness Modulus (MJ m-3)
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,7.0,0.5658471656749139,235.69794700449256,5.5,116.83466833427303
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,0.5439941871311724,166.57792963770137,3.5,85.72035181693546
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.0,0.8912294699151553,192.65407445755636,3.7,149.38378830039528
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,0.7361045474273039,120.0,2.6,67.98832341517173
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.291070386597173,134.34905366159254,3.3,146.5880184399945
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,0.7304795405314095,105.0,2.2,65.09080235155164
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.0,0.9480437223496444,148.11506497136017,3.4,119.11514043727976
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.0490808823529412,130.22287334252232,3.6,118.20360724893804
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,0.2379845417451349,175.0,3.3,33.092204677108555
B226,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,5.584753404900001,22.3,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,0.8993921120459077,196.6752690043663,4.3,156.78709676861178
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,0.0832114847800079,96.94915577534476,2.7,5.568445445294663
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,0.8809095307208517,131.45294223974173,3.3,100.40101471967635
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.2068515023951225,134.21707748570554,2.7,137.78461589459002
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.1715516126786478,110.19303608871478,2.4,114.2170447935437
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,0.968590074185742,96.48003773864008,2.3,82.72618238376702
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,0.9981545934368546,134.1650178096457,2.9,122.3471816801355
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.3302045846684742,108.24782690690036,2.4,119.68928902000184
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.0,0.8574701471813384,220.61765366303243,4.2,161.68364295091374
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.1916423013783792,181.8513324012732,3.5,182.3023668567509
B227,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,7.5152854461,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,0.5197873073703905,157.71534059507536,3.5,74.49671501746268
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.3561256369065806,117.68253193338796,2.3,133.70128770620275
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,0.97388092345079,115.61892042412316,2.3,97.86964550927752
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,0.9563475820127476,111.78658970722768,2.4,93.2219228302728
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,0.5507837601012558,108.49244024841109,2.4,56.453079624725696
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.1279536335265268,108.30984781983504,2.0,105.52487801209946
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.1105866486850982,114.43712921649433,1.8,114.3736330786094
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.2461739004489931,119.0056258798525,2.0,126.5596783871478
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,0.3069763804160801,114.08645075166216,2.7,27.63043734119716
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,26.0,0.2608695652173913,36.76601612302084,1.0,7.371414011076691
B228,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,8.5494990396,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.4294154926144396,118.80439744336014,2.1,141.94534934561332
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.1414979286848117,90.8332572728445,2.4,92.2095323168232
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.3830895965364234,98.60519103137952,2.2,113.84446008184752
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.5723975170061282,102.09381764803412,2.4,130.60622306381896
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.4981459077183352,101.41124188584875,2.3,122.32234962702702
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.6064600861081488,108.43818130295452,2.7,141.08012446549802
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,17.0,1.507852441746963,89.86612820204083,1.9,124.85871306097644
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.5750476338608703,118.7424897072739,2.6,150.1917783273957
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.3283774166187323,97.80787450240882,2.4,109.90481346773284
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,17.0,1.5189822492174547,99.86753496776466,2.3,127.13856684895312
B229,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,40.0,10.0663456434,22.2,0.32,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.4177212686862295,111.01986745527356,2.2,136.9040422084983
B230,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,50.0,17.167945652100002,22.2,0.31,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,18.0,1.145871102699472,83.76049572308763,2.3,90.158957815866
B230,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,50.0,17.167945652100002,22.2,0.31,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,18.0,1.395187481547092,94.9650823117907,2.3,112.18641655338044
